id_EXIST,lang,split,annotator_index,annotator_gender,annotator_age,task1_label,task2_label,task3_labels
103405,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103405,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103406,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103406,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
103406,es,TRAIN_ES,2,F,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
103406,es,TRAIN_ES,3,M,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
103406,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103406,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103407,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103407,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103407,es,TRAIN_ES,2,F,46+,NO,-,['-']
103407,es,TRAIN_ES,3,M,46+,NO,-,['-']
103407,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103407,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103408,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103408,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103408,es,TRAIN_ES,2,F,46+,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103408,es,TRAIN_ES,3,M,46+,NO,-,['-']
103408,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103408,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103409,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103409,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103409,es,TRAIN_ES,2,F,46+,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103409,es,TRAIN_ES,3,M,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103409,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103409,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103410,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
103410,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103410,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103410,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103410,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
103410,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103411,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103411,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103411,es,TRAIN_ES,2,F,46+,YES,DIRECT,['OBJECTIFICATION']
103411,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103411,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103411,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
103412,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103412,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
103412,es,TRAIN_ES,2,F,46+,NO,-,['-']
103412,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103412,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
103412,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']"
103413,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103413,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103413,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103413,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
103413,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103413,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103414,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103414,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103414,es,TRAIN_ES,2,F,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103414,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
103414,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103414,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103415,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['OBJECTIFICATION']
103415,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103415,es,TRAIN_ES,2,F,46+,NO,-,['-']
103415,es,TRAIN_ES,3,M,46+,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103415,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103415,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103416,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103416,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103416,es,TRAIN_ES,2,F,46+,NO,-,['-']
103416,es,TRAIN_ES,3,M,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
103416,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103416,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103417,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103417,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103417,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
103417,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['UNKNOWN']
103417,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103417,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103418,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103418,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103418,es,TRAIN_ES,2,F,46+,NO,-,['-']
103418,es,TRAIN_ES,3,M,46+,NO,-,['-']
103418,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103418,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103419,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103419,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103419,es,TRAIN_ES,2,F,46+,NO,-,['-']
103419,es,TRAIN_ES,3,M,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
103419,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['OBJECTIFICATION']
103419,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103420,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103420,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103420,es,TRAIN_ES,2,F,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
103420,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103420,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103420,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103421,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103421,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103421,es,TRAIN_ES,2,F,46+,NO,-,['-']
103421,es,TRAIN_ES,3,M,46+,NO,-,['-']
103421,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103421,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103422,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103422,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103422,es,TRAIN_ES,2,F,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
103422,es,TRAIN_ES,3,M,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
103422,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103422,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103423,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103423,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['STEREOTYPING-DOMINANCE']
103423,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103423,es,TRAIN_ES,3,M,46+,NO,-,['-']
103423,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103423,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103424,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103424,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103424,es,TRAIN_ES,2,F,46+,NO,-,['-']
103424,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
103424,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
103424,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103425,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103425,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103425,es,TRAIN_ES,2,F,46+,YES,DIRECT,['OBJECTIFICATION']
103425,es,TRAIN_ES,3,M,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103425,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103425,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103426,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
103426,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103426,es,TRAIN_ES,2,F,46+,NO,-,['-']
103426,es,TRAIN_ES,3,M,46+,NO,-,['-']
103426,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103426,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103427,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103427,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103427,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
103427,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
103427,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103427,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103428,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103428,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103428,es,TRAIN_ES,2,F,46+,NO,-,['-']
103428,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103428,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103428,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103429,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103429,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103429,es,TRAIN_ES,2,F,46+,NO,-,['-']
103429,es,TRAIN_ES,3,M,46+,NO,-,['-']
103429,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103429,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103430,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103430,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103430,es,TRAIN_ES,2,F,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
103430,es,TRAIN_ES,3,M,46+,NO,-,['-']
103430,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103430,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103431,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103431,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
103431,es,TRAIN_ES,2,F,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
103431,es,TRAIN_ES,3,M,46+,NO,-,['-']
103431,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103431,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103432,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103432,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103432,es,TRAIN_ES,2,F,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
103432,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103432,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103432,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103433,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103433,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103433,es,TRAIN_ES,2,F,46+,NO,-,['-']
103433,es,TRAIN_ES,3,M,46+,NO,-,['-']
103433,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103433,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103434,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103434,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103434,es,TRAIN_ES,2,F,46+,NO,-,['-']
103434,es,TRAIN_ES,3,M,46+,NO,-,['-']
103434,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103434,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
103435,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103435,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103435,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103435,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
103435,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103435,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103436,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103436,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103436,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
103436,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103436,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103436,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103437,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103437,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['SEXUAL-VIOLENCE']
103437,es,TRAIN_ES,2,F,46+,NO,-,['-']
103437,es,TRAIN_ES,3,M,46+,NO,-,['-']
103437,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103437,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103438,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103438,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103438,es,TRAIN_ES,2,F,46+,NO,-,['-']
103438,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103438,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103438,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103439,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103439,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103439,es,TRAIN_ES,2,F,46+,NO,-,['-']
103439,es,TRAIN_ES,3,M,46+,NO,-,['-']
103439,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103439,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103440,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103440,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103440,es,TRAIN_ES,2,F,46+,NO,-,['-']
103440,es,TRAIN_ES,3,M,46+,NO,-,['-']
103440,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103440,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103441,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
103441,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103441,es,TRAIN_ES,2,F,46+,NO,-,['-']
103441,es,TRAIN_ES,3,M,46+,NO,-,['-']
103441,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
103441,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103442,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103442,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103442,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
103442,es,TRAIN_ES,3,M,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103442,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103442,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103443,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103443,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103443,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103443,es,TRAIN_ES,3,M,46+,NO,-,['-']
103443,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103443,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103444,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
103444,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103444,es,TRAIN_ES,2,F,46+,NO,-,['-']
103444,es,TRAIN_ES,3,M,46+,NO,-,['-']
103444,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
103444,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103445,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103445,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103445,es,TRAIN_ES,2,F,46+,NO,-,['-']
103445,es,TRAIN_ES,3,M,46+,NO,-,['-']
103445,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103445,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103446,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103446,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103446,es,TRAIN_ES,2,F,46+,NO,-,['-']
103446,es,TRAIN_ES,3,M,46+,NO,-,['-']
103446,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103446,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103447,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103447,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103447,es,TRAIN_ES,2,F,46+,NO,-,['-']
103447,es,TRAIN_ES,3,M,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
103447,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103447,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103448,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103448,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103448,es,TRAIN_ES,2,F,46+,NO,-,['-']
103448,es,TRAIN_ES,3,M,46+,NO,-,['-']
103448,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103448,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103449,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103449,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103449,es,TRAIN_ES,2,F,46+,NO,-,['-']
103449,es,TRAIN_ES,3,M,46+,NO,-,['-']
103449,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103449,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103450,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103450,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103450,es,TRAIN_ES,2,F,46+,NO,-,['-']
103450,es,TRAIN_ES,3,M,46+,NO,-,['-']
103450,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103450,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103451,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103451,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103451,es,TRAIN_ES,2,F,46+,NO,-,['-']
103451,es,TRAIN_ES,3,M,46+,NO,-,['-']
103451,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103451,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103452,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103452,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103452,es,TRAIN_ES,2,F,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103452,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103452,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
103452,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
103453,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103453,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103453,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103453,es,TRAIN_ES,3,M,46+,NO,-,['-']
103453,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103453,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103454,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103454,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103454,es,TRAIN_ES,2,F,46+,NO,-,['-']
103454,es,TRAIN_ES,3,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103454,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103454,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103455,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
103455,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103455,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
103455,es,TRAIN_ES,3,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
103455,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
103455,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103456,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103456,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103456,es,TRAIN_ES,2,F,46+,NO,-,['-']
103456,es,TRAIN_ES,3,M,46+,NO,-,['-']
103456,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
103456,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103457,es,TRAIN_ES,0,F,18-22,NO,-,['-']
103457,es,TRAIN_ES,1,F,23-45,NO,-,['-']
103457,es,TRAIN_ES,2,F,46+,NO,-,['-']
103457,es,TRAIN_ES,3,M,46+,NO,-,['-']
103457,es,TRAIN_ES,4,M,23-45,NO,-,['-']
103457,es,TRAIN_ES,5,M,18-22,NO,-,['-']
103458,es,TRAIN_ES,0,F,18-22,NO,-,['-']
